ID,PAMPA,permeable,MolWt,embedding_x,embedding_y,kmedoids_cluster,hdbscan_cluster
226,-4.62,1,1382.757,3.9630992,3.1710825,5,0
227,-5.35,1,1412.827,3.024133,4.4348764,2,0
228,-4.42,1,1384.773,2.9828846,0.8327243,5,0
229,-4.48,1,1410.811,3.8971112,4.0827713,2,0
230,-5.89,1,1498.961,1.4256526,4.418207,2,0
231,-4.48,1,1396.784,2.3889458,0.9248855,3,0
232,-4.51,1,1398.8,3.2757576,4.9706755,2,0
233,-4.8,1,1412.783,4.533306,1.4090965,5,0
234,-4.64,1,1398.8,3.8816152,1.62241,5,0
235,-4.74,1,1396.784,3.6190562,1.1567544,5,0
236,-4.8,1,1410.811,2.190431,2.9351203,3,0
237,-4.49,1,1285.64,5.133323,0.94716877,1,0
238,-4.42,1,1297.651,4.3669934,3.8757534,2,0
239,-5.28,1,1369.802,2.76575,1.0934491,5,0
240,-4.48,1,1313.694,3.6238196,1.4811674,5,0
241,-4.36,1,1313.694,2.9907534,1.6491736,5,0
242,-4.74,1,1325.705,3.4600124,4.6964946,2,0
243,-4.74,1,1341.748,3.5011034,2.508702,5,0
244,-4.49,1,1327.721,1.9614645,0.77949816,3,0
245,-5.7,1,1369.802,1.6893616,2.3706603,5,0
246,-5.05,1,1369.802,4.912367,4.2091017,2,0
247,-4.15,1,1311.678,2.8533065,3.7764153,2,0
248,-4.92,1,1223.569,3.00079,4.835557,2,0
249,-4.72,1,1299.667,4.587816,1.348489,3,0
250,-4.6,1,1311.678,2.1501458,4.018204,3,0
251,-4.42,1,1341.748,5.3749785,1.0379943,1,0
252,-4.59,1,1327.721,2.7650614,3.7216809,2,0
253,-4.54,1,1299.667,2.610114,1.3040198,5,0
254,-5.08,1,1223.569,4.3982186,1.9231133,5,0
255,-4.51,1,1341.748,2.767382,1.8999062,5,0
256,-4.51,1,1285.64,2.8171563,1.4561384,5,0
257,-4.39,1,1313.694,3.397418,1.5740508,5,0
258,-4.55,1,1327.721,3.5540566,0.7643071,5,0
259,-5.59,1,1397.856,1.6221192,2.7608912,5,0
260,-4.47,1,1355.775,1.5007789,2.6283822,3,0
261,-4.54,1,1341.748,2.3895998,1.8853742,5,0
262,-4.62,1,1369.802,5.5138116,0.9306665,1,0
263,-4.33,1,1214.561,3.6422677,2.758332,5,0
264,-5.12,1,1124.436,3.8700204,2.2089977,5,0
265,-5.46,1,1124.436,5.2645655,4.744998,2,0
266,-4.32,1,1242.615,1.9345907,2.3433878,5,0
267,-4.72,1,1284.696,3.1271808,2.2945356,5,0
268,-4.48,1,1224.597,3.7866802,1.5351086,5,0
269,-4.28,1,1228.588,2.1863992,1.4583493,3,0
270,-4.55,1,1228.588,5.683036,3.5150588,1,0
271,-4.36,1,1244.587,3.7891817,3.5952227,3,0
272,-4.57,1,1242.615,4.962017,3.4532542,5,0
273,-4.42,1,1228.588,2.1134562,1.2678345,5,0
274,-4.47,1,1073.347,3.0938835,5.283529,2,0
275,-4.43,1,1157.509,2.2486885,3.6620502,2,0
276,-4.38,1,1139.491,3.680214,4.33881,2,0
277,-4.37,1,1111.437,4.421864,5.463538,2,-1
278,-4.6,1,1097.41,4.7214313,5.7156243,2,-1
279,-4.3,1,1143.482,4.868951,3.099405,5,0
280,-4.96,1,1097.41,2.6509416,5.493732,2,0
281,-4.66,1,1103.373,2.9767838,2.9315922,5,0
282,-5.0,1,1089.346,4.576308,2.6464114,7,0
283,-4.31,1,1139.491,2.6517363,0.12509252,3,0
284,-4.68,1,1412.827,2.38405,1.8218359,5,0
285,-4.6,1,1313.694,4.927425,1.1052704,1,0
286,-4.44,1,1341.748,1.8621747,2.8419034,2,0
287,-4.72,1,1311.678,2.5128112,0.33904183,3,0
288,-4.42,1,1258.614,2.4743834,3.3257322,2,0
289,-5.82,1,1557.988,2.3296833,1.2145606,5,0
290,-4.82,1,1545.977,3.0761256,2.1285985,5,0
291,-4.68,1,1543.961,3.072058,1.9559094,5,0
292,-4.77,1,1588.058,1.7924356,0.36971006,3,0
293,-4.55,1,1501.924,2.2425385,0.92234826,5,0
294,-5.82,1,1543.961,2.3096318,3.4356635,2,0
295,-6.68,0,1574.031,5.0841956,3.5000777,1,0
296,-4.8,1,1441.825,2.9698155,3.4548855,5,0
297,-6.62,0,1650.129,4.848157,4.3058243,2,0
298,-5.85,1,1579.994,1.8664762,4.6925716,2,0
299,-4.74,1,1342.692,2.413329,4.361847,3,0
300,-6.85,0,1650.129,2.7997258,2.0126696,5,0
301,-4.72,1,1384.773,5.343168,4.383596,4,0
302,-4.85,1,1418.79,5.6157427,1.1452351,1,0
303,-7.0,0,1678.183,1.1037797,3.0132298,5,0
304,-4.35,1,1517.923,2.5522668,1.6891842,5,0
305,-4.77,1,1370.746,2.6274648,3.263087,2,0
306,-7.0,0,1664.156,1.957057,2.4894154,5,0
307,-4.82,1,1356.719,2.8786728,2.9438963,5,0
308,-4.72,1,1574.031,5.798141,1.0210571,1,0
309,-5.15,1,1594.021,3.2669716,5.3269167,2,0
310,-5.28,1,1502.952,3.1909692,1.9593225,5,0
311,-5.09,1,1574.031,3.4240587,1.3882829,5,0
312,-4.82,1,1432.817,4.321956,3.1722972,5,0
313,-4.74,1,1560.004,2.1064985,0.5742915,5,0
314,-5.92,1,1579.994,4.1002564,1.4301565,5,0
315,-4.46,1,1418.79,2.0765896,3.3757799,3,0
316,-4.46,1,1313.694,2.3062484,1.431427,5,0
317,-4.25,1,1446.844,2.7290006,1.9404192,5,0
318,-4.66,1,1277.576,5.53498,1.2325939,1,0
319,-4.57,1,1341.748,2.52075,2.3416576,5,0
320,-4.59,1,1452.807,2.3538,0.2736766,3,0
321,-4.46,1,1271.613,5.6096554,2.8493228,3,0
322,-4.32,1,1291.603,3.4893563,2.5660439,5,0
323,-4.33,1,1452.807,3.1734276,1.6299442,5,0
324,-4.68,1,1327.721,3.6327846,4.524435,2,0
325,-4.31,1,1438.78,5.561813,2.2408273,1,0
326,-4.52,1,1418.79,2.1405954,2.9034996,3,0
327,-4.92,1,1277.576,5.388308,3.9384906,4,0
328,-4.7,1,1386.745,5.018806,1.207597,1,0
329,-4.59,1,1384.773,3.8316586,3.8720124,3,0
330,-6.0,1,1266.594,3.7849224,2.591024,3,0
331,-5.82,1,1333.684,5.4025598,0.9451102,1,0
332,-5.21,1,1285.64,3.4752316,4.767073,2,0
333,-5.0,1,1243.559,5.2644787,4.514243,2,0
334,-5.11,1,1355.775,3.3976157,2.1917677,5,0
335,-5.11,1,1237.596,3.1513345,2.8296053,5,0
336,-4.36,1,1341.748,1.7213123,2.2285585,5,0
337,-5.6,1,1243.559,4.644126,2.0403476,1,0
338,-5.46,1,1223.569,3.7420666,2.0241516,5,0
339,-4.8,1,1237.596,2.6778975,2.8328547,5,0
340,-5.62,1,1262.605,3.9974627,1.7088125,5,0
341,-5.0,1,1206.497,4.0455713,1.2166647,5,0
342,-6.62,0,1276.632,3.9513166,1.6504494,5,0
343,-4.85,1,1290.659,3.0970519,2.1755853,5,0
344,-4.33,1,1242.615,2.5938504,2.372547,5,0
345,-4.7,1,1290.659,3.4267642,1.9731338,5,0
346,-4.66,1,1244.587,3.187131,3.6628466,2,0
347,-4.46,1,1284.696,2.0136576,1.5738491,5,0
348,-4.77,1,1172.48,2.5550144,4.9982767,6,0
349,-5.31,1,1290.659,4.5993705,4.102832,2,0
350,-4.74,1,1256.642,2.3548157,5.320566,2,0
351,-4.51,1,1202.506,2.9772973,4.9574885,2,0
352,-5.02,1,1144.426,5.805463,4.5924087,4,0
353,-4.48,1,1095.438,5.6048546,4.2619257,4,0
354,-4.44,1,1171.536,1.0540484,3.781481,3,0
355,-4.66,1,1503.896,2.0164666,3.2221525,3,0
356,-5.55,1,1433.761,3.022403,0.33433378,3,0
357,-5.4,1,1461.815,2.6746383,0.42835984,3,0
358,-4.6,1,1503.896,4.629239,3.756155,3,0
359,-4.72,1,1475.842,2.255327,3.623697,3,0
360,-5.41,1,1314.638,5.463833,3.533066,3,0
361,-5.7,1,1474.898,3.4165246,0.9006671,5,0
362,-4.2,1,1488.925,3.1304457,0.55454266,3,0
363,-4.6,1,1390.736,2.9884963,2.7299764,5,0
364,-4.8,1,1376.709,3.1437953,3.2133117,5,0
365,-5.48,1,1314.638,5.5367236,2.8146586,3,0
366,-4.77,1,1362.682,3.1862936,4.881075,2,0
367,-4.47,1,1390.736,2.8619063,0.9264485,3,0
368,-4.85,1,1243.559,5.4881124,1.9063319,1,0
369,-4.49,1,1313.694,2.2720592,0.5120146,3,0
370,-4.37,1,1403.819,1.4811829,2.7790837,5,0
371,-5.14,1,1475.842,2.7996294,5.388759,2,0
372,-5.82,1,1433.761,4.124887,3.5885847,2,0
373,-4.57,1,1503.896,1.8640213,4.7340164,2,0
374,-5.3,1,1433.761,2.5808911,4.2375746,3,0
375,-4.55,1,1557.988,2.2790332,0.90980935,5,0
376,-4.7,1,1469.879,3.0450962,0.11843179,3,0
377,-4.85,1,1602.085,2.7592926,1.0013074,5,0
378,-4.92,1,1475.842,2.8989146,0.6770097,3,0
379,-5.8,1,1385.717,3.87058,1.1041408,5,0
380,-4.59,1,1474.898,3.33051,4.789971,2,0
381,-4.6,1,1404.763,2.1700141,3.46015,3,0
382,-4.47,1,1398.8,4.1854944,3.2698538,5,0
383,-4.38,1,1446.844,5.7780724,1.0750781,1,0
384,-5.04,1,1516.979,2.673906,1.2555636,5,0
385,-4.62,1,1412.827,2.5783517,0.30080706,3,0
386,-4.72,1,1362.682,5.2305827,3.9166605,3,0
387,-4.54,1,1440.881,1.7761086,4.782687,2,0
388,-4.64,1,1376.709,2.4542296,5.4604163,2,0
389,-4.51,1,1277.576,2.6506987,5.263064,2,0
390,-4.39,1,1347.711,3.1019974,1.0814407,5,0
391,-4.77,1,1257.586,5.3787518,2.0146518,1,0
392,-4.35,1,1347.711,1.7371668,0.6824189,3,0
393,-4.31,1,1305.63,4.5259104,3.0299683,3,0
394,-4.85,1,1305.63,2.4215398,3.2496765,3,0
395,-4.59,1,1341.748,1.7287966,4.38904,2,0
396,-4.74,1,1285.64,2.5308511,0.69407916,3,0
397,-4.27,1,1347.711,4.561246,3.8590403,2,0
398,-5.55,1,1403.819,2.0025709,0.23867401,5,0
399,-4.96,1,1257.586,5.6176653,2.6845722,3,0
400,-4.82,1,1489.869,5.304481,2.4791584,3,0
401,-5.46,1,1579.994,2.6930404,0.020079736,1,0
402,-5.35,1,1475.842,2.255335,4.296978,3,0
403,-4.7,1,1517.923,2.2998698,2.9824662,3,0
404,-4.74,1,1509.859,2.9895833,0.8000568,3,0
405,-4.66,1,1503.896,3.3413196,0.40836573,5,0
406,-4.72,1,1503.896,3.1292887,0.18605052,5,0
407,-4.26,1,1438.78,3.1416278,1.7784986,5,0
408,-4.96,1,1488.925,1.8564988,2.6661274,5,0
409,-4.62,1,1404.763,5.4927497,2.0837312,1,0
410,-6.05,0,1488.925,1.6298895,1.888854,5,0
411,-4.82,1,1404.763,1.989179,0.55312854,3,0
412,-5.07,1,1466.834,3.0994575,5.4373,2,0
413,-4.62,1,1466.834,2.9092176,0.9237535,5,0
414,-4.74,1,1502.952,3.367315,0.77479947,5,0
415,-4.7,1,1446.844,2.8410947,1.6411054,5,0
416,-4.59,1,1432.817,4.415883,3.747965,2,0
417,-5.36,1,1362.682,5.3186793,2.6042,3,0
418,-4.42,1,1418.79,2.028353,3.064999,3,0
419,-5.72,1,1328.665,2.7460244,0.5637135,3,0
420,-4.89,1,1386.745,5.0203433,1.841141,1,0
421,-5.85,1,1266.594,4.3353987,3.3920527,3,0
422,-5.08,1,1251.623,5.7579365,1.2122362,1,0
423,-4.59,1,1307.731,4.4328604,3.7446988,2,0
424,-4.54,1,1279.677,4.9677215,1.7669997,1,0
425,-5.36,1,1223.569,2.7266147,0.24078931,3,0
426,-5.54,1,1333.684,3.8865812,1.2706488,5,0
427,-6.64,0,1341.748,2.9233565,2.5494778,5,0
428,-4.37,1,1279.677,4.251408,1.0046715,5,0
429,-4.55,1,1265.65,5.3979564,1.5839268,1,0
430,-5.17,1,1257.586,2.718381,5.2040753,2,0
431,-5.0,1,1223.569,5.3537383,4.12306,3,0
432,-4.54,1,1237.596,2.283662,3.7815397,3,0
433,-5.42,1,1215.505,3.7145314,3.0841973,3,0
434,-4.82,1,1220.524,4.042462,0.9772203,5,0
435,-4.34,1,1276.632,1.971535,4.892947,6,0
436,-4.57,1,1256.642,2.9540682,1.9113998,5,0
437,-4.44,1,1258.614,2.6862082,2.9552703,5,0
438,-4.43,1,1242.615,3.707288,1.6745487,5,0
439,-4.59,1,1180.544,2.7306342,3.315626,2,0
440,-4.82,1,1312.75,4.973973,4.062965,0,0
441,-4.49,1,1206.497,2.7733638,4.3741894,2,0
442,-4.47,1,1220.524,5.610541,1.5503956,1,0
443,-4.59,1,1270.669,4.9765444,4.38779,2,0
444,-4.35,1,1152.49,6.380621,1.6299934,1,0
445,-4.42,1,1242.615,3.6278276,1.2461822,5,0
446,-4.8,1,1138.463,5.804092,1.9505293,1,0
447,-4.35,1,1220.524,3.7602186,1.3703926,5,0
448,-4.43,1,1244.587,3.823332,3.2451653,5,0
449,-4.42,1,1202.506,2.521624,4.3513722,3,0
450,-4.47,1,1152.49,3.4489923,0.45874462,3,0
451,-4.54,1,1095.438,3.719196,4.6563773,2,0
452,-4.43,1,1219.58,2.0533347,1.6537751,5,0
453,-4.42,1,1219.58,1.0893135,3.763651,6,0
454,-5.04,1,1461.815,4.1790876,4.0020003,3,0
455,-6.14,0,1385.717,5.386923,2.2056265,3,0
456,-4.96,1,1461.815,2.9671206,1.7531554,3,0
457,-4.4,1,1418.79,2.8824012,0.7086876,5,0
458,-4.48,1,1426.854,2.4891152,2.261195,5,0
459,-5.21,1,1342.692,5.612826,2.8110647,3,0
460,-5.22,1,1342.692,3.6420286,5.430883,2,0
461,-5.64,1,1475.842,2.0801888,3.5387049,3,0
462,-4.46,1,1474.898,1.7972234,3.8711047,2,0
463,-4.66,1,1551.94,2.6427293,1.3347732,5,0
464,-4.6,1,1398.8,1.8987442,4.60318,3,0
465,-4.85,1,1545.977,3.8655877,4.865848,2,0
466,-4.82,1,1503.896,5.3422728,1.1543292,1,0
467,-4.39,1,1551.94,2.7279525,3.9810383,2,0
468,-5.0,1,1433.761,4.2959886,3.4876912,3,0
469,-5.11,1,1314.638,2.3102462,3.4918032,3,0
470,-4.72,1,1545.977,2.7973275,-0.04497553,5,0
471,-5.29,1,1447.788,2.1368947,3.5245876,3,0
472,-4.48,1,1403.819,5.1059456,0.8398792,5,0
473,-5.02,1,1243.559,2.915888,5.163149,2,0
474,-5.51,1,1362.682,3.771127,2.1726015,5,0
475,-4.6,1,1404.763,2.137539,3.312803,3,0
476,-5.29,1,1386.745,3.879991,3.9705243,3,0
477,-4.82,1,1356.719,3.5802975,0.7441893,3,0
478,-5.82,1,1300.611,3.7957625,2.3291888,5,0
479,-4.57,1,1412.827,1.9639882,3.0494835,3,0
480,-4.85,1,1356.719,3.0989554,0.16065226,5,0
481,-5.92,1,1300.611,3.5131426,2.9132636,3,0
482,-4.68,1,1299.667,3.2219357,4.124956,2,0
483,-4.62,1,1265.65,5.741561,3.6211019,1,0
484,-4.85,1,1285.64,3.8274531,3.6200054,2,0
485,-4.89,1,1243.559,3.7241771,2.7581449,3,0
486,-4.8,1,1223.569,2.693275,5.4519386,2,0
487,-5.55,1,1195.515,4.263932,3.5414968,3,0
488,-4.54,1,1327.721,3.4926758,4.1618996,2,0
489,-4.74,1,1279.677,2.7656097,1.5669179,5,0
490,-4.34,1,1265.65,3.1289062,4.9984736,2,0
491,-5.18,1,1195.515,3.6458323,2.5646775,3,0
492,-4.51,1,1327.721,3.168028,1.2452391,5,0
493,-5.43,1,1257.586,3.3483474,0.62189996,3,0
494,-4.74,1,1531.95,5.384636,1.6564494,1,0
495,-4.89,1,1560.004,1.931063,2.7298365,3,0
496,-5.23,1,1110.409,2.416922,3.9518113,3,0
497,-4.42,1,1234.551,5.819181,1.31788,1,0
498,-4.62,1,1242.615,5.1701646,3.6551204,1,0
499,-5.21,1,1256.642,2.1448488,5.0176167,2,0
500,-4.62,1,1138.463,3.1960995,0.20105246,5,0
501,-4.96,1,1356.719,3.44875,2.5390737,5,0
502,-4.74,1,1342.692,4.39187,3.0176704,3,0
503,-4.7,1,1398.8,3.5692732,2.3730385,5,0
504,-5.62,1,1488.925,1.6106683,2.997374,2,0
505,-4.26,1,1171.536,3.2002647,1.1929282,5,0
506,-4.68,1,1503.896,5.190862,1.0054041,1,0
507,-4.64,1,1574.031,1.1981395,3.5852034,3,0
508,-5.03,1,1489.869,4.7601795,1.767948,3,0
509,-5.57,1,1461.815,2.655095,1.2641058,3,0
510,-6.51,0,1664.156,1.8553249,2.1970327,5,0
511,-4.57,1,1531.95,1.8360778,4.719482,2,0
512,-6.64,0,1579.994,4.9296813,3.6677227,3,0
513,-4.77,1,1489.869,5.4665036,2.605305,3,0
514,-6.7,0,1594.021,4.9742274,4.2351375,2,0
515,-4.51,1,1509.859,3.0082886,1.0838158,5,0
516,-5.17,1,1433.761,2.3826535,3.8270032,3,0
517,-4.7,1,1503.896,2.713543,3.560688,2,0
518,-4.96,1,1461.815,5.495263,2.6186757,3,0
