ID,PAMPA,permeable,MolWt,embedding_x,embedding_y,kmedoids_cluster,hdbscan_cluster
174,-4.64,1,1083.383,8.179007,4.522017,0,4
175,-4.52,1,1297.651,7.158175,4.1801076,1,4
176,-4.25,1,1313.694,7.777521,7.0782394,0,-1
177,-4.26,1,1355.775,7.7338495,4.2508187,1,4
178,-5.02,1,1209.542,7.9955883,4.2730556,1,4
179,-4.64,1,1371.774,7.772292,4.9865513,0,4
180,-4.44,1,1214.561,9.172967,3.2810931,1,4
181,-4.37,1,1196.543,7.0778427,7.079133,0,4
182,-4.3,1,1258.614,9.720388,2.7417586,1,4
183,-4.15,1,1242.615,6.289375,7.290924,0,4
184,-4.24,1,1228.588,7.5718455,3.8122284,1,4
185,-4.66,1,1214.561,7.5751367,4.2415514,1,4
186,-4.32,1,1200.534,7.8832474,2.903085,1,4
187,-4.6,1,1117.4,10.403137,5.4855156,0,4
188,-4.64,1,1441.825,8.877068,4.184204,0,4
189,-6.0,1,1574.031,9.48509,4.7410607,0,4
190,-4.77,1,1441.825,9.7330675,3.5172904,1,4
191,-4.64,1,1545.977,7.761267,4.0291977,1,4
192,-4.74,1,1455.852,9.1993265,3.1309955,1,4
193,-4.59,1,1543.961,9.94932,2.8095376,1,4
194,-4.54,1,1545.977,7.465432,5.2853985,0,4
195,-5.89,1,1588.058,9.043643,4.8664007,0,4
196,-4.34,1,1529.934,9.004618,5.1772656,0,4
197,-4.43,1,1545.977,9.390828,4.975066,0,4
198,-4.37,1,1418.79,8.783956,3.5072036,1,4
199,-4.55,1,1384.773,9.201525,5.9465203,0,4
200,-5.85,1,1488.925,9.02842,3.3549879,1,4
201,-6.22,0,1516.979,8.656993,4.4548583,0,4
202,-4.47,1,1432.817,8.852554,3.5886717,1,4
203,-6.19,0,1502.952,8.69235,4.4332213,1,4
204,-4.28,1,1432.817,8.524105,4.4906316,1,4
205,-4.66,1,1398.8,8.117876,6.705731,0,-1
206,-5.1,1,1342.692,9.745274,3.883737,0,4
207,-4.54,1,1257.586,10.724754,4.6442976,0,4
208,-4.57,1,1313.694,7.1654806,6.773695,0,4
209,-4.44,1,1285.64,9.788917,3.4429853,1,4
210,-4.23,1,1327.721,10.063305,4.915346,0,4
211,-4.66,1,1291.603,7.3533783,6.7186146,0,4
212,-4.57,1,1327.721,9.193029,6.1519303,0,4
213,-4.26,1,1313.694,8.2709875,3.7522135,1,4
214,-4.96,1,1560.004,9.77981,3.869741,1,4
215,-4.66,1,1560.004,8.853748,5.4290285,0,4
216,-6.92,0,1608.048,9.595713,4.640455,0,4
217,-5.05,1,1574.031,7.783069,3.9600863,1,4
218,-6.8,0,1664.156,9.317916,5.217152,0,4
219,-4.57,1,1474.898,10.357199,3.8026788,0,4
220,-4.38,1,1438.78,9.796021,3.788793,1,4
221,-5.74,1,1502.952,8.358953,5.089687,0,4
222,-5.49,1,1488.925,7.4976015,4.7452593,1,4
223,-4.54,1,1432.817,10.50157,4.389822,0,4
224,-4.26,1,1452.807,8.295005,3.5203345,1,4
225,-4.47,1,1432.817,8.8432255,4.402045,0,4
226,-4.62,1,1382.757,8.271472,3.857061,1,4
227,-5.35,1,1412.827,8.391201,6.1128235,0,4
228,-4.42,1,1384.773,10.311454,3.0826004,1,4
229,-4.48,1,1410.811,7.7291045,4.541449,1,4
230,-5.89,1,1498.961,8.011794,5.4036946,0,4
231,-4.48,1,1396.784,9.770018,4.1497293,1,4
232,-4.51,1,1398.8,7.4748063,6.2021017,0,4
233,-4.8,1,1412.783,8.511193,3.2955527,1,4
234,-4.64,1,1398.8,8.965134,3.2855263,1,4
235,-4.74,1,1396.784,9.303092,3.4407887,1,4
236,-4.8,1,1410.811,9.319903,5.3947325,0,4
237,-4.49,1,1285.64,7.942911,1.8375682,1,4
238,-4.42,1,1297.651,7.5786524,3.9682086,1,4
239,-5.28,1,1369.802,8.935159,3.6044245,1,4
240,-4.48,1,1313.694,9.150654,3.3920016,1,4
241,-4.36,1,1313.694,9.872772,4.260464,0,4
242,-4.74,1,1325.705,7.8557115,5.9765286,0,-1
243,-4.74,1,1341.748,8.599588,3.8708532,1,4
244,-4.49,1,1327.721,9.787691,4.9663367,0,4
245,-5.7,1,1369.802,9.38369,5.431883,0,4
246,-5.05,1,1369.802,7.4781065,4.5895844,1,4
247,-4.15,1,1311.678,8.848379,5.942488,0,4
248,-4.92,1,1223.569,7.653847,6.348702,0,-1
249,-4.72,1,1299.667,8.498552,3.3562908,1,4
250,-4.6,1,1311.678,8.693322,5.33764,0,4
251,-4.42,1,1341.748,7.7557626,2.0747588,1,4
252,-4.59,1,1327.721,8.74506,6.046038,0,4
253,-4.54,1,1299.667,10.165806,4.241979,0,4
254,-5.08,1,1223.569,8.61379,3.0251782,1,4
255,-4.51,1,1341.748,9.860269,4.7318745,0,4
256,-4.51,1,1285.64,9.883683,4.172387,0,4
257,-4.39,1,1313.694,9.40962,4.04275,1,4
258,-4.55,1,1327.721,9.0869255,2.982669,1,4
259,-5.59,1,1397.856,8.314239,4.9494715,0,4
260,-4.47,1,1355.775,9.155092,5.07801,0,4
261,-4.54,1,1341.748,9.414828,4.285867,0,4
262,-4.62,1,1369.802,7.30072,1.5174334,5,3
263,-4.33,1,1214.561,8.796119,3.927905,1,4
264,-5.12,1,1124.436,9.935974,3.9208055,0,4
265,-5.46,1,1124.436,6.889622,3.9847028,1,4
266,-4.32,1,1242.615,9.370251,5.300361,0,4
267,-4.72,1,1284.696,8.785033,4.4192343,0,4
268,-4.48,1,1224.597,9.156591,3.1719587,1,4
269,-4.28,1,1228.588,9.647493,4.26093,1,4
270,-4.55,1,1228.588,7.2699795,2.5618982,1,-1
271,-4.36,1,1244.587,8.260955,4.0150175,1,4
272,-4.57,1,1242.615,7.9640536,3.545074,1,4
273,-4.42,1,1228.588,10.10774,4.905141,0,4
274,-4.47,1,1073.347,6.937038,6.583371,0,4
275,-4.43,1,1157.509,8.562478,6.5297985,0,4
276,-4.38,1,1139.491,7.788334,5.0947366,0,4
277,-4.37,1,1111.437,6.875808,5.59429,0,4
278,-4.6,1,1097.41,6.7530365,5.516714,3,4
279,-4.3,1,1143.482,8.300035,3.3308208,1,4
280,-4.96,1,1097.41,6.23752,7.051574,0,4
281,-4.66,1,1103.373,10.599923,5.3331337,0,4
282,-5.0,1,1089.346,7.94765,3.6553643,0,4
283,-4.31,1,1139.491,10.348087,3.4009,1,4
284,-4.68,1,1412.827,9.411249,4.0554466,1,4
285,-4.6,1,1313.694,8.178342,2.2448409,1,4
286,-4.44,1,1341.748,9.163531,5.6441693,0,4
287,-4.72,1,1311.678,10.545686,3.6906276,1,4
288,-4.42,1,1258.614,9.014666,6.6578183,0,4
289,-5.82,1,1557.988,10.457413,4.390731,0,4
290,-4.82,1,1545.977,8.68528,3.7562716,1,4
291,-4.68,1,1543.961,8.9775505,4.186204,1,4
292,-4.77,1,1588.058,8.852219,4.694181,1,4
293,-4.55,1,1501.924,10.256316,3.9952831,0,4
294,-5.82,1,1543.961,8.961316,5.6921983,0,4
295,-6.68,0,1574.031,7.6262546,3.352053,1,-1
296,-4.8,1,1441.825,8.844947,5.9531875,0,4
297,-6.62,0,1650.129,7.8601465,4.755772,1,4
298,-5.85,1,1579.994,7.861831,6.5683665,0,4
299,-4.74,1,1342.692,8.006849,5.522034,0,4
300,-6.85,0,1650.129,8.580644,4.370664,1,4
301,-4.72,1,1384.773,6.9390264,3.9986863,1,4
302,-4.85,1,1418.79,8.858315,2.203068,1,-1
303,-7.0,0,1678.183,8.360569,5.085814,1,4
304,-4.35,1,1517.923,10.180271,4.5363903,0,4
305,-4.77,1,1370.746,8.825657,5.873927,0,4
306,-7.0,0,1664.156,8.385813,4.9493914,0,4
307,-4.82,1,1356.719,10.555705,5.213251,0,4
308,-4.72,1,1574.031,7.850641,1.9429166,1,4
309,-5.15,1,1594.021,7.2523828,6.2856355,0,4
310,-5.28,1,1502.952,8.585056,3.8527248,1,4
311,-5.09,1,1574.031,8.244847,3.9244442,1,4
312,-4.82,1,1432.817,7.9855003,3.5330179,1,4
313,-4.74,1,1560.004,10.003711,4.080368,0,4
314,-5.92,1,1579.994,8.929654,3.9485607,1,4
315,-4.46,1,1418.79,8.758281,5.0582824,0,4
316,-4.46,1,1313.694,10.448127,4.6404433,0,4
317,-4.25,1,1446.844,8.987543,4.5859766,0,4
318,-4.66,1,1277.576,7.9896464,1.8475616,5,4
319,-4.57,1,1341.748,9.976001,5.291551,0,4
320,-4.59,1,1452.807,9.978813,3.6071994,1,4
321,-4.46,1,1271.613,7.8511486,3.4131904,1,4
322,-4.32,1,1291.603,9.167054,4.0894604,0,4
323,-4.33,1,1452.807,9.801653,4.132285,0,4
324,-4.68,1,1327.721,7.803047,4.6190667,0,4
325,-4.31,1,1438.78,8.583504,3.5461037,1,4
326,-4.52,1,1418.79,9.205199,5.455356,0,4
327,-4.92,1,1277.576,7.141936,3.6963503,1,4
328,-4.7,1,1386.745,8.420486,2.288612,1,4
329,-4.59,1,1384.773,8.121542,4.2926717,1,4
330,-6.0,1,1266.594,8.1727085,3.7490013,0,4
331,-5.82,1,1333.684,7.156774,1.397807,5,3
332,-5.21,1,1285.64,7.3461375,5.892755,0,4
333,-5.0,1,1243.559,6.9760513,4.1084876,1,4
334,-5.11,1,1355.775,8.757567,4.0034723,1,4
335,-5.11,1,1237.596,9.775585,4.9112296,0,4
336,-4.36,1,1341.748,9.068173,4.814854,0,4
337,-5.6,1,1243.559,8.206212,2.789976,1,4
338,-5.46,1,1223.569,9.650872,3.9101272,0,4
339,-4.8,1,1237.596,10.223673,5.277822,0,4
340,-5.62,1,1262.605,9.280421,4.349931,0,4
341,-5.0,1,1206.497,9.296421,2.8627298,1,4
342,-6.62,0,1276.632,9.223033,4.0775366,1,4
343,-4.85,1,1290.659,8.35882,4.04647,1,4
344,-4.33,1,1242.615,9.923521,5.429826,0,4
345,-4.7,1,1290.659,8.958845,3.8120835,1,4
346,-4.66,1,1244.587,8.541319,5.8006544,0,4
347,-4.46,1,1284.696,9.122479,4.4401174,1,4
348,-4.77,1,1172.48,8.824267,6.6424704,0,4
349,-5.31,1,1290.659,7.3019605,4.5705113,1,4
350,-4.74,1,1256.642,6.745468,7.2840137,0,4
351,-4.51,1,1202.506,7.5940104,5.9678397,0,-1
352,-5.02,1,1144.426,6.56464,3.395437,1,-1
353,-4.48,1,1095.438,6.980865,3.689421,1,4
354,-4.44,1,1171.536,8.619372,5.2956543,0,4
355,-4.66,1,1503.896,8.884353,5.044964,0,4
356,-5.55,1,1433.761,9.425683,3.4844193,1,4
357,-5.4,1,1461.815,10.133871,3.5797546,0,4
358,-4.6,1,1503.896,7.658273,3.9864104,1,4
359,-4.72,1,1475.842,9.048658,5.6935067,0,4
360,-5.41,1,1314.638,7.2186065,3.574245,1,4
361,-5.7,1,1474.898,9.351039,2.938936,1,4
362,-4.2,1,1488.925,9.432573,3.1082878,1,4
363,-4.6,1,1390.736,9.703971,4.959528,0,4
364,-4.8,1,1376.709,8.93951,5.5895114,0,4
365,-5.48,1,1314.638,7.6326056,3.3483615,1,-1
366,-4.77,1,1362.682,7.566484,5.8404384,0,-1
367,-4.47,1,1390.736,9.612074,3.7284422,1,4
368,-4.85,1,1243.559,7.8037467,2.9703631,1,4
369,-4.49,1,1313.694,10.397657,3.9949284,1,4
370,-4.37,1,1403.819,8.5484705,5.090047,0,4
371,-5.14,1,1475.842,6.8213577,6.7560635,0,-1
372,-5.82,1,1433.761,7.7251234,4.2609234,1,4
373,-4.57,1,1503.896,8.108938,6.7319503,0,-1
374,-5.3,1,1433.761,7.974224,5.3576927,0,4
375,-4.55,1,1557.988,9.931234,4.083408,1,4
376,-4.7,1,1469.879,9.67103,2.848163,1,4
377,-4.85,1,1602.085,9.071515,3.4662795,1,4
378,-4.92,1,1475.842,9.726112,3.6793344,1,4
379,-5.8,1,1385.717,8.82474,3.1659214,1,4
380,-4.59,1,1474.898,7.8269925,5.767854,0,4
381,-4.6,1,1404.763,9.419499,5.489239,0,4
382,-4.47,1,1398.8,7.9925733,3.825483,1,4
383,-4.38,1,1446.844,8.551037,1.9190452,1,4
384,-5.04,1,1516.979,8.910135,3.9192264,1,4
385,-4.62,1,1412.827,9.737566,3.0586019,1,4
386,-4.72,1,1362.682,7.2874937,3.8663645,1,4
387,-4.54,1,1440.881,7.852861,6.7425804,0,4
388,-4.64,1,1376.709,6.302582,7.154085,0,4
389,-4.51,1,1277.576,7.982286,6.660054,0,4
390,-4.39,1,1347.711,9.568525,3.7018402,1,4
391,-4.77,1,1257.586,7.894172,3.0450134,1,4
392,-4.35,1,1347.711,10.2617235,4.768831,0,4
393,-4.31,1,1305.63,7.9556217,3.6488695,1,4
394,-4.85,1,1305.63,9.838067,6.1605463,0,-1
395,-4.59,1,1341.748,8.470037,5.7461624,0,4
396,-4.74,1,1285.64,9.966166,4.0515113,1,4
397,-4.27,1,1347.711,7.3424606,4.1484675,1,4
398,-5.55,1,1403.819,8.982566,4.44251,1,4
399,-4.96,1,1257.586,7.902776,3.0697494,1,-1
400,-4.82,1,1489.869,8.954695,3.282098,1,4
401,-5.46,1,1579.994,9.89713,2.6937842,1,4
402,-5.35,1,1475.842,7.671396,5.456431,0,-1
403,-4.7,1,1517.923,9.061536,5.1151237,0,4
404,-4.74,1,1509.859,9.533028,3.9163442,1,4
405,-4.66,1,1503.896,9.262585,2.6784415,1,4
406,-4.72,1,1503.896,9.614308,2.6163015,1,4
407,-4.26,1,1438.78,9.144517,4.242965,0,4
408,-4.96,1,1488.925,9.052846,5.611453,0,4
409,-4.62,1,1404.763,8.047079,2.8497324,1,4
410,-6.05,0,1488.925,9.49647,5.1677127,0,4
411,-4.82,1,1404.763,10.268298,4.817724,0,4
412,-5.07,1,1466.834,7.2292657,6.425453,0,4
413,-4.62,1,1466.834,9.522603,3.8495553,1,4
414,-4.74,1,1502.952,9.359608,2.8855217,1,4
415,-4.7,1,1446.844,9.156696,4.3644853,0,4
416,-4.59,1,1432.817,7.5939674,4.012151,1,4
417,-5.36,1,1362.682,8.927374,3.661266,1,4
418,-4.42,1,1418.79,8.903871,4.851878,0,4
419,-5.72,1,1328.665,10.04808,3.7805634,0,4
420,-4.89,1,1386.745,8.146921,2.8661168,1,4
421,-5.85,1,1266.594,6.9195437,3.3173254,1,-1
422,-5.08,1,1251.623,7.8670893,1.8799896,1,4
423,-4.59,1,1307.731,7.525827,4.116252,1,4
424,-4.54,1,1279.677,8.363389,2.9685283,1,4
425,-5.36,1,1223.569,10.138864,3.4637878,0,4
426,-5.54,1,1333.684,9.593433,3.0335517,1,4
427,-6.64,0,1341.748,8.819788,4.485188,0,4
428,-4.37,1,1279.677,8.988428,2.6688664,1,4
429,-4.55,1,1265.65,8.181395,2.5962286,1,4
430,-5.17,1,1257.586,7.495118,6.112088,0,4
431,-5.0,1,1223.569,7.0859404,3.8202813,1,4
432,-4.54,1,1237.596,8.806927,5.100019,0,4
433,-5.42,1,1215.505,8.14565,4.3830037,0,4
434,-4.82,1,1220.524,9.290188,2.750205,1,4
435,-4.34,1,1276.632,7.468859,5.4572363,0,4
436,-4.57,1,1256.642,9.490187,4.4444103,0,4
437,-4.44,1,1258.614,9.306273,5.359368,0,4
438,-4.43,1,1242.615,8.918099,3.4561372,1,4
439,-4.59,1,1180.544,8.762217,5.850339,0,4
440,-4.82,1,1312.75,7.5495768,4.4975467,1,4
441,-4.49,1,1206.497,7.5404963,6.9927435,0,4
442,-4.47,1,1220.524,8.617127,2.2524292,1,-1
443,-4.59,1,1270.669,7.2221103,4.644303,1,4
444,-4.35,1,1152.49,6.140694,1.0818865,5,3
445,-4.42,1,1242.615,9.190588,3.2831612,1,4
446,-4.8,1,1138.463,8.17746,1.8921211,1,4
447,-4.35,1,1220.524,9.785397,3.3317897,1,4
448,-4.43,1,1244.587,8.395224,4.0000305,1,4
449,-4.42,1,1202.506,7.9864974,5.3671274,0,4
450,-4.47,1,1152.49,8.8278475,3.267962,1,4
451,-4.54,1,1095.438,7.803003,5.654482,0,4
452,-4.43,1,1219.58,9.171682,4.83204,0,4
453,-4.42,1,1219.58,7.754303,5.0963326,1,4
454,-5.04,1,1461.815,7.6329966,4.115894,1,4
455,-6.14,0,1385.717,7.838196,3.1339495,1,-1
456,-4.96,1,1461.815,9.754892,4.416575,0,4
457,-4.4,1,1418.79,9.571739,3.7676122,1,4
458,-4.48,1,1426.854,9.854534,5.2554684,0,4
459,-5.21,1,1342.692,7.8026447,3.2795177,1,4
460,-5.22,1,1342.692,6.820984,6.156152,0,-1
461,-5.64,1,1475.842,8.892114,5.147596,0,4
462,-4.46,1,1474.898,8.503096,5.9763513,0,4
463,-4.66,1,1551.94,10.095796,4.2044654,0,4
464,-4.6,1,1398.8,8.876596,6.47262,0,4
465,-4.85,1,1545.977,7.2299957,5.1307817,0,4
466,-4.82,1,1503.896,8.2400875,2.5141664,1,4
467,-4.39,1,1551.94,8.666286,6.145527,0,4
468,-5.0,1,1433.761,7.317352,3.5539105,1,-1
469,-5.11,1,1314.638,8.63889,4.5033193,0,4
470,-4.72,1,1545.977,10.100421,2.8397322,1,4
471,-5.29,1,1447.788,8.970301,4.8321667,0,4
472,-4.48,1,1403.819,7.3010106,1.4799527,1,3
473,-5.02,1,1243.559,7.362571,5.9822016,0,4
474,-5.51,1,1362.682,8.999043,4.0325394,0,4
475,-4.6,1,1404.763,9.654412,5.6154037,0,-1
476,-5.29,1,1386.745,8.08668,4.1884427,1,4
477,-4.82,1,1356.719,8.77794,3.226899,1,4
478,-5.82,1,1300.611,9.6186905,4.1847787,0,4
479,-4.57,1,1412.827,8.926047,5.021665,0,4
480,-4.85,1,1356.719,10.087755,2.8936784,1,4
481,-5.92,1,1300.611,8.751257,4.482343,0,4
482,-4.68,1,1299.667,8.255337,5.48057,0,4
483,-4.62,1,1265.65,7.168324,2.6941519,1,-1
484,-4.85,1,1285.64,8.319182,4.2772546,1,4
485,-4.89,1,1243.559,8.512019,4.259644,1,4
486,-4.8,1,1223.569,6.8849454,6.757622,0,-1
487,-5.55,1,1195.515,7.0867,3.4538646,0,-1
488,-4.54,1,1327.721,7.9754233,5.40851,0,4
489,-4.74,1,1279.677,9.663923,4.3205366,0,4
490,-4.34,1,1265.65,7.358423,6.256457,0,4
491,-5.18,1,1195.515,9.417327,3.9817097,0,4
492,-4.51,1,1327.721,9.124062,3.6118844,1,4
493,-5.43,1,1257.586,9.531264,3.3943415,1,4
494,-4.74,1,1531.95,8.251529,3.266585,1,4
495,-4.89,1,1560.004,8.674807,4.7504706,1,4
496,-5.23,1,1110.409,7.888018,3.8143458,0,4
497,-4.42,1,1234.551,8.4071665,1.8984966,1,4
498,-4.62,1,1242.615,7.528978,3.65258,1,-1
499,-5.21,1,1256.642,6.9638443,6.546101,3,4
500,-4.62,1,1138.463,10.108548,2.954725,1,4
501,-4.96,1,1356.719,9.46312,4.3461833,0,4
502,-4.74,1,1342.692,7.907023,3.4502933,1,4
503,-4.7,1,1398.8,8.863485,4.424086,0,4
504,-5.62,1,1488.925,8.18877,4.8852158,0,4
505,-4.26,1,1171.536,8.608922,4.043363,1,4
506,-4.68,1,1503.896,8.086873,2.142188,1,4
507,-4.64,1,1574.031,8.727039,4.933044,1,4
